Movie Name, IMDb Rating, Popularity, Release Date, Box Office, Runtime, Genre, Director, Cast, Production Company, Country, Language
Kasturi,3.9,,"April 23, 2007 (India)",,20 minutes,['Drama'],[],"['Shubhangi Atre Poorey', 'Karan Patel', 'Nandish Singh Sandhu']",[],India,['Hindi']
Bajao,7.6,,"August 25, 2023 (India)",,,['Comedy'],[],"['Karan Singh Chhabra', 'Tanuj Virwani', 'Sahil Vaid']",[],India,[]
Bonyo Premer Golpo,6.5,,"January 23, 2020 (India)",,,['Thriller'],[],"['Tanushree Chakraborty', 'Ena Saha', 'Saheb Bhattacharjee']",[],India,['Bengali']
Journey Bombay to Goa: Laughter Unlimited,4.7,,"July 6, 2007 (India)",,2 hours 18 minutes,"['Action', 'Adventure', 'Comedy']",['Raj Pendurkar'],"['Sunil Pal', 'Vijay Raaz', 'Raju Srivastava']",[],India,['Hindi']
Ishq Subhan Allah,5.7,,"March 14, 2018 (India)",,20 minutes,"['Drama', 'Romance']",[],"['Eisha Singh', 'Adnan Khan', 'Ankit Vyas']","['Creative Eye Pvt. Ltd.', 'Creative Eye Pvt. Ltd.']",India,"['Hindi', 'Urdu']"
Non Stop Dhamaal,5.6,,"August 18, 2023 (India)",,1 hour 40 minutes,['Comedy'],['Irshad Khan'],"['Annu Kapoor', 'Manoj Joshi', 'Rajpal Naurang Yadav']","['Triyom Films', 'Triyom Films']",India,['Hindi']
Saraswatichandra,6.8,,,,2 hours 36 minutes,"['Drama', 'Romance']",['Govind Saraiya'],"['Nutan', 'Manish', 'Vijaya Choudhury']",[],,['Hindi']
Revolver Rani,4.6,,,,2 hours 12 minutes,"['Action', 'Comedy', 'Crime']",['Sai Kabir'],"['Kangana Ranaut', 'Vir Das', 'Backagaindancer']","['Select Media Holdings- Moving Pictures', 'Wave Cinemas']",,['Hindi']
Writer Padmabhushan,7.6,,"February 3, 2023 (India)","$21,368",2 hours 3 minutes,"['Comedy', 'Drama']",['Shanmukha Prasanth'],"['Suhas', 'Tina Shilparaj', 'Gowri Priya']","['Chai Bisket', 'Lahari Films']",India,['Telugu']
Sleeping with the Enemy,,,"February 3, 2023 (India)",,1 hour 30 minutes,"['Crime', 'Drama', 'Thriller']",['Dhananjay Galani'],"['Nataliya Kozhenova', 'Vinod Kumar', 'Feroz Pathan']",[],India,['Hindi']
Dadasaheb Phalke International Film Festival Awards 2024,,,,,,['Reality-TV'],[],[],[],,['Hindi']
Bhabhi,5.8,,"March 12, 2002 (India)",,,['Drama'],[],"['Joy Sengupta', 'Neha Mehta', 'Priyanka Tiwari']",[],India,['Hindi']
Kanoon,7.9,,"January 1, 1960 (India)",,2 hours 30 minutes,"['Drama', 'Crime', 'Mystery']",['B.R. Chopra'],"['Rajendra Kumar Tuli', 'Ashok Kumar', 'Nanda Karnataki']",[],India,['Hindi']
Love in Goa,,,,,,['Drama'],[],"['Manvi Chugh', 'Priyanka Biswash', 'Aayat Shaikh']",[],,['Hindi']
Qismat 3,,,,,,['Romance'],['Jagdeep Sidhu'],[],[],,['Punjabi']
Sarkar 3,4.9,,"May 12, 2017 (India)","$358,928",2 hours 10 minutes,"['Action', 'Crime', 'Drama']",['Ram Gopal Varma'],"['Amitabh Bachchan', 'Yami Gautam', 'Manoj Bajpayee']","['AB Corp Ltd.', 'Alumbra Entertainment', 'Company']",India,['Hindi']
MP3: Mera Pehla Pehla Pyaar,7.0,,"June 8, 2007 (India)","$295,446",1 hour 58 minutes,"['Comedy', 'Drama', 'Musical']",['Robbie Grewal'],"['Menekka Arora', 'Sarthak Bhasin', 'Sagar Chawla']",[],India,['Hindi']
Tuition Teacher,,,,,,['Drama'],[],"['Arshi Khan', 'Leena Singh', 'Gaurav Singh']",[],,['Hindi']
Eeshwar,5.2,,"November 11, 2002 (India)",,,"['Action', 'Drama', 'Romance']",['Jayant Paranji'],"['Prabhas', 'Sridevi Vijaykumar', 'Revathi']",[],India,['Telugu']
Dhanbad Blues,5.0,,,,1 hour,['Thriller'],[],"['Rajatabha Dutta', 'Solanki Roy', 'Dibyendu Bhattacharya']",[],,['Bengali']
Pammal K. Sambandam,7.2,,"January 15, 2002 (India)",,2 hours 35 minutes,['Comedy'],['Mouli'],"['Kamal Haasan', 'Simran', 'Abbas']",[],India,"['Tamil', 'Telugu']"
Nikamma,2.7,,"June 17, 2022 (India)","$231,396",2 hours 32 minutes,"['Action', 'Comedy', 'Drama']",['Sabbir Khan'],"['Abhimanyu Dasani', 'Shilpa Shetty Kundra', 'Shirley Setia']","['Sony Pictures Networks Productions', 'Sabbir Khan Films', 'Sony Pictures Releasing']",India,['Hindi']
Geet,6.7,,"April 5, 2010 (India)",,22 minutes,['Romance'],[],"['Gurmeet Choudhary', 'Drashti Dhami', 'Ranjeev Verma']","['4 Lions Films', 'Endemol Shine India']",India,['Hindi']
Baankey Ki Crazy Baraat,5.9,,"August 28, 2015 (India)",,2 hours 18 minutes,['Comedy'],['Aijaz Khan'],"['Rajpal Naurang Yadav', 'Tia Bajpai', 'Rakesh Bedi']",[],India,['Hindi']
Ludo,2.8,,"November 22, 2016 (Poland)",,1 hour 30 minutes,"['Fantasy', 'Horror', 'Thriller']","['Qaushiq Mukherjee', 'Nikon']","['Kamalika Banerjee', 'Joyraj Bhattacharya', 'Soumendra Bhattacharya']","['Oddjoint Art Pvt. Ltd.', 'Idyabooster', 'Starfire Movies']",India,['Bengali']
Dhilluku Dhuddu,5.4,,"July 7, 2016 (India)","$4,963",2 hours 40 minutes,"['Comedy', 'Horror']",['Rambhala'],"['Santhanam', 'Shanaya', 'Anandraj']",[],India,['Tamil']
Mike,5.7,,"August 19, 2022 (India)",,1 hour 48 minutes,['Drama'],['Vishnu Sivaprasad'],"['Anaswara Rajan', 'Ranjith Sajeev', 'Rohini']",[],India,['Malayalam']
Keh Doon Tumhein,8.0,,,,22 minutes,"['Drama', 'Mystery']",[],"['Nitin Bansode', 'Amolpreet Singh', 'Amit Anand Raut']",[],,['Hindi']
Jol Thoi Thoi Bhalobasha,,,,,,['Drama'],[],"['Anusha Viswanathan', 'Nandini Chatterjee', 'Chandan Sen']",[],,['Bengali']
Size Matters,5.2,,"August 16, 2019 (India)",,,['Drama'],[],"['Katie Iqbal', 'Priyanka Bora', 'Poorti Arya']",[],India,['Hindi']
Appan,7.5,,"October 28, 2022 (India)",,2 hours 9 minutes,"['Comedy', 'Crime', 'Drama']",['Maju'],"['Sunny Wayne', 'Alencier Ley Lopez', 'Pauly Valsan']","['Tiny Hands Production', 'TinyHands Production']",India,['Malayalam']
Jabariya Jodi,4.0,,"August 9, 2019 (India)","$2,551,495",2 hours 5 minutes,"['Action', 'Comedy', 'Drama']",['Prashant Singh'],"['Sidharth Malhotra', 'Parineeti Chopra', 'Jaaved Jaaferi']","['Balaji Motion Pictures', 'Karma Media And Entertainment']",India,['Hindi']
Hotel,5.5,,"August 6, 1981 (India)",,2 hours 15 minutes,"['Horror', 'Mystery']","['Shyam Ramsay', 'Tulsi Ramsay']","['Navin Nischol', 'Rakesh Roshan', 'Bindiya Goswami']",[],India,['Hindi']
Pyaar Hai Toh Hai,8.5,,"October 20, 2023 (India)",,2 hours 14 minutes,['Romance'],"['Pradeep R.K. Chaudhary', 'Pradeep R.K. Chaudhary']","['Karan Hariharan', 'Paanie Kashyap', 'Rohit Choudhury']","['Altair Media', 'Jaiviratra Entertainment', 'Shreetara Cinevision']",India,['Hindi']
Narasimham,7.6,,,,2 hours 55 minutes,"['Action', 'Drama']",['Shaji Kailas'],"['Mohanlal', 'Thilakan', 'N.F. Varghese']",[],,['Malayalam']
Vitthal Teedi,9.1,,"May 7, 2021 (India)",,3 hours 5 minutes,['Drama'],[],"['Pratik Gandhi', 'Ragi Jani', 'Prashant Barot']",[],India,['Gujarati']
Meow,6.5,,"December 24, 2021 (India)","$1,979",2 hours 25 minutes,"['Comedy', 'Drama']",['Lal Jose'],"['Soubin Shahir', 'Mamta Mohandas', 'Salim Kumar']",[],India,['Malayalam']
Not Dating,8.9,,"December 2, 2020 (India)",,,"['Comedy', 'Romance']",[],"['Abhishek Kapoor', 'Anushka Kaushik', 'Abhinav Anand']",[],India,['Hindi']
Sanjivani: A Medical Boon,6.5,,"January 16, 2002 (India)",,42 minutes,['Drama'],[],"['Mohnish Behl', 'Gurdeep Kohli', 'Mihir Mishra']",[],India,['Hindi']
Juliet,9.4,,,,59 minutes,['Thriller'],"['Aaqib Khan', 'Dishita Ranjan']","['Sonia Minotra', 'Prakash Yaduvanshi', 'Aaqib Khan']",[],,['Hindi']
Langto: The Film,7.3,,"August 30, 2015 (India)",,2 hours,['Thriller'],['Sourish Dey'],"['Bhaskar Dutta', 'Jhelum Ghosh', 'Faiz Khan']",[],India,['Bengali']
Masterpiece,6.2,,"December 24, 2015 (India)",,2 hours 38 minutes,"['Action', 'Comedy', 'Drama']",['Manju Mandavya'],"['Yash', 'Shanvi Srivastava', 'Suhasini']",[],India,"['Kannada', 'Hindi']"
Zubeidaa,6.6,,"January 19, 2001 (India)",,2 hours 33 minutes,"['Biography', 'Drama', 'History']",['Shyam Benegal'],"['Karisma Kapoor', 'Rekha', 'Manoj Bajpayee']","['F.K.R. Productions', 'Shyam Benegal Sahayadri Films']",India,"['Hindi', 'Urdu', 'Rajasthani']"
Main Aisa Hi Hoon,4.9,,,,2 hours 42 minutes,"['Drama', 'Family', 'Musical']",['Harry Baweja'],"['Ajay Devgn', 'Sushmita Sen', 'Esha Deol']",[],,['Hindi']
Half Cake,,,,,,"['Short', 'Drama', 'Family']",['Prutha Kadam'],"['Krunal Akre', 'Shweta Desai Ghadge', 'Vihaan Ghanvat']",[],,['Hindi']
Mehandi Circus,7.2,,"April 19, 2019 (India)",,2 hours 15 minutes,['Drama'],['Raju Saravanan'],"['Madhampatty Rangaraj', 'Shweta Tripathi', 'Ankur Vikal']",[],India,['Tamil']
Otta,8.1,,"October 27, 2023 (India)","$9,418",2 hours 28 minutes,['Drama'],['Resul Pookutty'],"['Asif Ali', 'Arjun Ashokan', 'Devi']","['Children Reunited', 'Resul Pookutty Productions']",India,['Malayalam']
Ek Ladka Ek Ladki,5.8,,"June 18, 1992 (India)","$694,495",2 hours 42 minutes,"['Comedy', 'Romance']",['Vijay Sadanah'],"['Salman Khan', 'Neelam Kothari', 'Anupam Kher']",[],India,['Hindi']
Kadhal Kottai,7.5,,"July 12, 1996 (India)",,2 hours 47 minutes,"['Drama', 'Romance']",['Ahathian'],"['Ajith Kumar', 'Devayani', 'Heera Rajgopal']",[],India,"['Tamil', 'Telugu']"
Mustafa Mustafa,,,,,,[],['Praveen Saravanan'],"['Manasa Chowdary', 'Aishwarya Dutta', 'Sathish']",[],,[]
Dracula 2012,2.1,,"February 8, 2013 (India)",,2 hours 17 minutes,['Horror'],['Vinayan'],"['Thilakan', 'Shraddha Das', 'Monal Gajjar']",[],India,"['Tamil', 'Malayalam', 'Hindi', 'English']"
The Hacker,7.9,,"March 1, 2019 (India)",,2 hours 1 minute,"['Action', 'Drama']","['Subrata Mondal', 'Subroto Mondal', 'Siddhartha Sen']","['Loay Abumazrou', 'Aryann Bhowmick', 'GM Tonoy']",[],India,['Bengali']
Kolamavu Kokila,7.3,,"August 17, 2018 (India)","$73,124",2 hours 20 minutes,"['Comedy', 'Crime', 'Drama']",['Nelson Dilipkumar'],"['Nayanthara', 'Saranya Ponvannan', 'Saravanan']",[],India,['Tamil']
Did It Happen?,,,,,,['Drama'],[],[],[],,['Hindi']
Raakshasa Kaavyam,7.8,,,,2 hours 12 minutes,"['Action', 'Crime', 'Thriller']",['Sriman Keerthi'],"['Abhay Bethiganti', 'Anvesh Michael', 'Dayanand Reddy']","['CineValley Movies', 'Garuda Productions', 'Pingo Pictures']",,['Telugu']
Karma,7.6,,"February 10, 2023 (India)",,1 hour 59 minutes,"['Drama', 'Thriller']",['Subbu Iyer'],"['Brinda Trivedi', 'Chetan Dhanani', 'Anshul Trivedi']",[],India,['Gujarati']
Pallimani,7.7,,"February 24, 2023 (India)",,1 hour 31 minutes,"['Mystery', 'Thriller']",['Anil Kumbazha'],"['Nithya Das', 'Kailash', 'Shweta Menon']",[],India,['Malayalam']
Bank Chor,6.0,,"June 16, 2017 (India)",,2 hours,"['Action', 'Comedy', 'Crime']",['Bumpy'],"['Riteish Deshmukh', 'Vivek Oberoi', 'Rhea Chakraborty']",[],India,['Hindi']
Raghu Dakat,,,,,,[],['Dhrubo Banerjee'],[],"['Dev Entertainment Ventures', 'SVF Entertainment']",,['Bengali']
Fool N Final,3.6,,"June 1, 2007 (India)","$4,242,559",2 hours 24 minutes,"['Action', 'Comedy', 'Crime']",['Ahmed Khan'],"['Sunny Deol', 'Shahid Kapoor', 'Vivek Oberoi']",[],India,['Hindi']
Yeh Ballet,7.5,,"February 24, 2020 (India)",,1 hour 57 minutes,"['Drama', 'Musical']",['Sooni Taraporevala'],"['Julian Sands', 'Sarah Jane Dias', 'Jim Sarbh']","['Netflix', 'Roy Kapur Films']",India,['Hindi']
Raaj Tilak,5.6,,"August 31, 1984 (India)",,,"['Action', 'Drama']",['Rajkumar Kohli'],"['Dharmendra', 'Sunil Dutt', 'Hema Malini']",[],India,['Hindi']
Ashta Vinayak,8.9,,"February 9, 1979 (India)",,2 hours 36 minutes,['Drama'],['Rajdutt'],"['Madhav Avchal', 'Pandurang Benare', 'Suhas Bhalekar']",[],India,['Marathi']
Vijaypath,5.1,,"August 5, 1994 (India)",,2 hours 43 minutes,"['Action', 'Drama', 'Romance']",['Farogh Siddique'],"['Ajay Devgn', 'Tabu', 'Suresh Oberoi']",[],India,['Hindi']
Love Action Drama,5.1,,"September 5, 2019 (India)","$540,541",2 hours 26 minutes,"['Comedy', 'Romance']",['Dhyan Sreenivasan'],"['Nivin Pauly', 'Nayanthara', 'Aju Varghese']","['Funtastic Films', 'M Star Satellite Communications']",India,['Malayalam']
Thiruda Thiruda,7.1,,"November 13, 1993 (India)",,2 hours 20 minutes,"['Action', 'Crime', 'Drama']",['Mani Ratnam'],"['Prashanth', 'Anand', 'Heera Rajgopal']","['Aalayam Cinema', 'Aalayam Productions', 'Madras Talkies']",India,['Tamil']
Voice of Sathyanathan,6.1,,"July 28, 2023 (India)","$292,314",2 hours 15 minutes,"['Comedy', 'Thriller']",['Raffi'],"['Thennal Abhilash', 'Johny Antony', 'Anusree']","['14 Eleven Cinemas', 'Badushaa Cinemas', 'Graand Productions']",India,['Malayalam']
Captain Nawab,,,,,2 hours 23 minutes,"['Action', 'Drama', 'Thriller']","[""Anthony D'Souza"", 'Arvind Singh Rajpoot']",[],"['Jhakaas', 'Oddball Motion Pictures']",,['Hindi']
Veera,3.8,,"May 20, 2011 (India)",,2 hours 36 minutes,"['Action', 'Comedy', 'Drama']",['Ramesh Varma'],"['Ravi Teja', 'Kajal Aggarwal', 'Taapsee Pannu']",[],India,"['Telugu', 'Hindi']"
Searching for Sheela,4.3,,"April 22, 2021 (India)",,58 minutes,"['Documentary', 'Biography', 'Crime']",['Shakun Batra'],"['Ma Anand Sheela', 'Shoma Chaudhury', 'Anurag Chauhan']","['Dharmatic Entertainment', 'Jouska Films']",India,"['Hindi', 'English']"
Chidiyan Da Chamba,7.9,,"October 13, 2023 (India)",,2 hours 2 minutes,['Drama'],['Prem Singh Sidhu'],"['Amyra Dastur', 'Sharan Kaur', 'Balwinder Bullet']","['Fruitchaat Entertainment', 'Kharour Films']",India,['Punjabi']
City of God,7.0,,"March 23, 2011 (India)",,2 hours 25 minutes,['Drama'],['Lijo Jose Pellissery'],"['Prithviraj Sukumaran', 'Indrajith Sukumaran', 'Rima Kallingal']",[],India,"['Malayalam', 'Tamil']"
Pathinaru Vayathinile,8.0,,"September 15, 1977 (India)",,2 hours 19 minutes,"['Drama', 'Romance']",['Bharathiraja'],"['Kamal Haasan', 'Sridevi', 'Rajinikanth']",[],India,['Tamil']
Vezham,6.1,,"June 24, 2022 (India)",,2 hours,['Drama'],['Sandeep Shyam'],"['Mohan Agashe', 'Arya', 'Asmitha']",[],India,['Tamil']
Kaanchi,4.3,,"April 25, 2014 (India)","$708,373",2 hours 31 minutes,"['Drama', 'Musical', 'Romance']",['Subhash Ghai'],"['Mishti Chakravarty', 'Kartik Aaryan', 'Rishi Kapoor']",[],India,['Hindi']
Rann,6.9,,"January 29, 2010 (India)","$1,146",2 hours 17 minutes,"['Drama', 'Mystery', 'Thriller']",['Ram Gopal Varma'],"['Amitabh Bachchan', 'Riteish Deshmukh', 'Gul Panag']","['Cinergy Pictures', 'Friday Entertainment Venture', 'Vistaar Religare Film Fund']",India,"['Hindi', 'Urdu', 'English']"
Aaj Ka Arjun,4.6,,"August 10, 1990 (India)",,2 hours 44 minutes,"['Action', 'Crime', 'Drama']",['K.C. Bokadia'],"['Amitabh Bachchan', 'Jaya Prada', 'Radhika Sarathkumar']",[],India,['Hindi']
Sumit Sambhal Lega,9.2,,"August 31, 2015 (India)",,,['Comedy'],[],"['Namit Das', 'Manasi Parekh', 'Bharti Achrekar']",[],India,['Hindi']
Dulhan,7.4,,"November 20, 2021 (India)",,20 minutes,['Comedy'],[],[],"['Aaryan Entertainment', 'Flying Horse Entertainment']",India,['Hindi']
Vunnadhi Okate Zindagi,6.4,,"September 29, 2017 (India)","$21,520",2 hours 32 minutes,['Drama'],['Thirumala Kishore'],"['Ram Pothineni', 'Sree Vishnu', 'Lavanya Tripathi']",[],India,['Telugu']
Rajahmundry Rose Milk,,,,,,['Comedy'],['Naani Bandreddi'],"['Pandu Chirumamilla', 'Teja Govind', 'Jai Jasti']",[],,['Telugu']
3 Roses,5.7,,"November 12, 2021 (India)",,,"['Comedy', 'Romance']",[],"['Payal Rajput', 'Eesha Rebba', 'Shamna Kasim']",[],India,['Telugu']
Megha,5.5,,"August 29, 2014 (India)",,2 hours 37 minutes,"['Romance', 'Thriller']",['Karthick Rishi'],"['Ashwin Kakumanu', 'Srushti Dange', 'Angana Roy']","['GB Studio', 'JSK Film Corporation']",India,['Tamil']
Yamla Pagla Deewana Phir Se,4.4,,"August 31, 2018 (India)","$145,756",2 hours 25 minutes,"['Action', 'Comedy', 'Drama']",['Navaniat Singh'],"['Dharmendra', 'Sunny Deol', 'Bobby Deol']","['Soham Rockstar Entertainment', 'Intercut Entertainment', 'Pen Studios']",India,['Hindi']
Roadies,4.4,,"April 11, 2003 (India)",,,"['Adventure', 'Reality-TV']",[],"['Rannvijay Singh', 'Prince Narula', 'Raghu Ram']","['Colosceum Media', 'Films & Casting Temple Pvt. Ltd. Sydney', 'Splitsville productions']",India,"['Hindi', 'English']"
Jhanak,6.7,,,,,['Drama'],[],"['Hiba Nawab', 'Krushal Ahuja', 'Chandni Sharma']",[],,['Hindi']
Daud: Fun on the Run,5.9,,"August 22, 1997 (India)",,3 hours,"['Action', 'Adventure', 'Comedy']",['Ram Gopal Varma'],"['Sanjay Dutt', 'Urmila Matondkar', 'Paresh Rawal']","['Jhamu Sughand Productions', 'Varma Corporation']",India,['Hindi']
Googly,7.5,,"July 19, 2013 (India)",,2 hours 16 minutes,"['Comedy', 'Romance']",['Pawan Wadeyar'],"['Yash', 'Kriti Kharbanda', 'Anant Nag']","['Faamous Productions', 'Jayanna Combines']",India,"['Kannada', 'Hindi']"
Annabelle Sethupathi,3.7,,"September 17, 2021 (India)",,2 hours 15 minutes,"['Comedy', 'Fantasy', 'Horror']",['Deepak Sundarrajan'],"['Vijay Sethupathi', 'Taapsee Pannu', 'Jagapathi Babu']",[],India,['Tamil']
Bodhon,6.3,,,,,['Drama'],[],"['Sandipta Sen', 'Kaushik Roy', 'Ditipriya Roy']",[],,['Bengali']
The Cyanide & Happiness Show,7.9,,"November 12, 2014 (United States)",,,"['Animation', 'Comedy']",[],"['Joel Watson', 'Dave McElfatrick', 'Rob DenBleyker']","['Explosm', 'Studio71']",,['English']
Aswathama,6.4,,"January 31, 2020 (India)","$8,708",2 hours 13 minutes,"['Action', 'Crime', 'Thriller']",['Ramana Teja'],"['Naga Shaurya', 'Mehreen Pirzada', 'Jisshu Sengupta']",[],India,['Telugu']
Thaniyavartanam,8.8,,"August 15, 1987 (India)",,1 hour 59 minutes,['Drama'],['Sibi Malayil'],"['Mammootty', 'Thilakan', 'Mukesh']",[],India,['Malayalam']
Seetharaam Benoy Case Number Eighteen,6.6,,"August 15, 2021 (India)",,2 hours 5 minutes,['Crime'],['Deviprasad Shetty'],"['Vijay Raghavendra', 'Sathwik Hebbar', 'Bindu Raxidi']",[],India,['Kannada']
Andaman,8.5,,"November 20, 2021 (India)",,2 hours,['Drama'],['Smita Singh'],"['Vishal Agiran', 'Arav Aryavanshi', 'Arav Aryavanshi']",[],India,['Hindi']
Oru Kuprasidha Payyan,6.9,,"November 9, 2018 (India)",,2 hours 25 minutes,"['Action', 'Crime', 'Mystery']",['Madhupal'],"['Tovino Thomas', 'Nimisha Sajayan', 'Anu Sithara']",[],India,['Malayalam']
Mahabharat Katha,9.3,,1997 (India),,45 minutes,"['Action', 'Adventure', 'Drama']",[],"['Reena Wadhwa', 'Aman Verma', 'Harish Bhimani']",[],India,['Hindi']
Maal Paani Sexy Sauda,9.2,,,,,['Drama'],[],"['Ruks Khandagale', 'Soniya Jha', 'Tarakesh Chauhan']",[],,['Hindi']
Drushyam 2,8.1,,"November 25, 2021 (India)",,2 hours 35 minutes,"['Crime', 'Drama', 'Thriller']",['Jeethu Joseph'],"['Venkatesh Daggubati', 'Meena', 'Nadia Moidu']","['Suresh Productions', 'Rajkumar Theaters Private Limited', 'Max Movies']",India,['Telugu']
Mathagam,6.5,,"August 18, 2023 (India)",,,['Thriller'],[],"['Atharvaa Murali', 'Manikandan K.', 'Dilnaz Irani']","['Hotstar Specials', 'Screen Scene Media Entertainment']",India,"['Telugu', 'Hindi', 'Kannada', 'Malayalam', 'Tamil', 'Bengali', 'Marathi']"
Neram,7.5,,"May 10, 2013 (India)",,1 hour 57 minutes,"['Action', 'Comedy', 'Crime']",['Alphonse Puthren'],"['Nivin Pauly', 'Nazriya Nazim', 'Lalu Alex']",[],India,"['Malayalam', 'Tamil']"
Police Aur Mujrim,5.7,,"July 24, 1992 (India)",,2 hours 26 minutes,"['Action', 'Musical', 'Romance']",['K.C. Bokadia'],"['Raaj Kumar', 'Vinod Khanna', 'Meenakshi Sheshadri']",[],India,['Hindi']
Veerappan,5.3,,"May 27, 2016 (India)","$1,234,745",2 hours 5 minutes,"['Action', 'Biography', 'Crime']",['Ram Gopal Varma'],"['Sachiin Joshi', 'Sandeep Bharadwaj', 'Usha Jadhav']",[],India,['Hindi']
Main Monica,8.1,,,,,['Comedy'],[],"['Praveen Nithariya', 'Abhishek Chauhan', 'Dibyendu Bhattacharya']",[],,['Hindi']
Pinnil Oral,9.6,,,,2 hours 7 minutes,"['Crime', 'Family', 'Horror']",['Satheesh Ananthapuri'],"['Salmanul Faris', 'Aaradhya Sai', 'I.M. Vijayan']",[],,['Malayalam']
Pattas,5.6,,"January 15, 2020 (India)","$114,121",2 hours 21 minutes,"['Action', 'Drama']",['R.S. Durai Senthilkumar'],"['Dhanush', 'Sneha', 'Mehreen Pirzada']",[],India,['Tamil']
Comali,6.9,,"August 15, 2019 (India)","$241,157",2 hours 23 minutes,['Comedy'],['Pradeep Ranganathan'],"['Jayam Ravi', 'Kajal Aggarwal', 'Yogi Babu']","['Goldmines Telefilms', 'Vels Film International']",India,['Tamil']
That Is Mahalakshmi,6.7,,"February 11, 2022 (India)",,,['Comedy'],['Prasanth Varma'],"['Aram Arakelyan', 'Tamannaah Bhatia', 'Clifton Brown']","['Medient Studios', 'Liger Commercial Brokers', 'Mediente International Films']",India,['Telugu']
Murder in Agonda,6.1,,"April 8, 2022 (India)",,25 minutes,"['Crime', 'Mystery']",[],"['Shriya Pilgaonkar', 'Aasif Khan', 'Kubbra Sait']","['Arré Studio', 'Lotus Talkies']",India,"['Hindi', 'English']"
Swarna Khadgham,,,,,,"['Action', 'Drama']",['Yaata Satyanarayana'],"['Sanjjanaa Galrani', 'Rajsekhar Aningi', 'Meghna Gowda']",[],,['Telugu']
Surkhi Bindi,7.6,,,"$121,163",2 hours 8 minutes,['Drama'],"['Jagdeep Sidhu', 'Aman Manak']","['Gurnam Bhullar', 'Sargun Mehta', 'Sukhwinder Raj']","['Zee Studios', 'Rage Corporation Media', 'Shri narotam ji films']",,['Punjabi']
Love Story 2050,2.6,,"July 4, 2008 (India)","$4,434,151",3 hours,"['Action', 'Adventure', 'Drama']",['Harry Baweja'],"['Harman Baweja', 'Priyanka Chopra Jonas', 'Boman Irani']","['Adlabs Films', 'Baweja Studios', 'Bollywood Hollywood Production']",,['Hindi']
Sauteli Maa,,,,,,['Family'],[],"['Kiran Pandey', 'Pari Pandey', 'Karan Pratap Yadav']",[],,['Hindi']
Ugram,6.5,,"May 5, 2023 (India)","$17,303",2 hours 26 minutes,"['Action', 'Drama', 'Romance']",['Vijay Kanakamedala'],"['Allari Naresh', 'Mirnaa', 'Manikanta Varanasi']",[],India,['Telugu']
Suhaag Raat,4.8,,"December 31, 1968 (India)",,2 hours 40 minutes,"['Drama', 'Romance']",['R. Bhattacharya'],"['Rajshree', 'Jeetendra', 'Sulochana Latkar']",[],India,"['Hindi', 'English']"
Naanum Rowdydhaan,7.2,,"October 21, 2015 (India)","₹550,000,000",2 hours 19 minutes,"['Action', 'Comedy', 'Romance']",['Vignesh Shivan'],"['Vijay Sethupathi', 'Nayanthara', 'Parthiban Radhakrishnan']",[],India,['Tamil']
London Files,7.4,,"April 21, 2022 (India)",,36 minutes,"['Action', 'Crime', 'Drama']",[],"['Arjun Rampal', 'Purab Kohli', 'Medha Rana']","['Jar Pictures', 'The Filmcard Motion Pictures']",India,['Hindi']
Thandatti,6.7,,"June 23, 2023 (India)",,2 hours 3 minutes,"['Comedy', 'Thriller']",['Ram Sangaiah'],"['Ammu Abhirami', 'Vivek Prasanna', 'Rohini']",[],India,"['Tamil', 'Kannada', 'Telugu', 'Malayalam']"
AA 23,,,,,,[],['Sandeep Reddy Vanga'],[],"['Bhadrakali Pictures', 'T-Series']",,['Hindi']
Ek Deewaana Tha,7.6,,"October 23, 2017 (India)",,20 minutes,"['Drama', 'Horror', 'Romance']",[],"['Namik Paul', 'Donal Bisht', 'Vikram Singh Chauhan']",[],India,['Hindi']
Writing with Fire,7.3,,"October 20, 2021 (Norway)","$29,854",1 hour 32 minutes,['Documentary'],"['Sushmit Ghosh', 'Rintu Thomas']",[],[],India,['Hindi']
Shesh Rokkha,,,,,,['Drama'],[],[],[],,['Bengali']
Lakeerein,8.2,,,,2 hours 4 minutes,[],['Durgesh Pathak'],"['Ashutosh Rana', 'Bidita Bag', 'Anil Rastogi']","['BTC Multimedia', 'Blackpearl Movies', 'Fanatic Media']",,['Hindi']
