Movie Name, IMDb Rating, Popularity, Release Date, Box Office, Runtime, Genre, Director, Cast, Production Company, Country, Language
Mayapetika,4.8,,"June 30, 2023 (India)",,2 hours 22 minutes,"['Comedy', 'Drama']",['Ramesh Raparthi'],"['Payal Rajput', 'Rajath Raghav', 'Viraj Ashwin']",[],India,['Telugu']
Manjhi: The Mountain Man,8.0,,"August 21, 2015 (India)",,2 hours,"['Biography', 'Drama']",['Ketan Mehta'],"['Nawazuddin Siddiqui', 'Radhika Apte', 'Ashutosh Acharya']","['National Film Development Corporation of India (NFDC)', 'Viacom18 Motion Pictures']",India,['Hindi']
Don,5.6,,"December 20, 2007 (India)",,2 hours 34 minutes,"['Action', 'Crime', 'Drama']",['Raghava Lawrence'],"['Nagarjuna Akkineni', 'Anushka Shetty', 'Raghava Lawrence']",[],India,['Telugu']
Nigahen: Nagina Part II,5.1,,"August 11, 1989 (India)",,2 hours 20 minutes,"['Drama', 'Family', 'Fantasy']",['Harmesh Malhotra'],"['Sunny Deol', 'Sridevi', 'Anupam Kher']",[],India,['Hindi']
Suryaa: An Awakening,6.4,,"February 10, 1989 (India)",,2 hours 30 minutes,"['Action', 'Drama']",['Esmayeel Shroff'],"['Raaj Kumar', 'Vinod Khanna', 'Raj Babbar']",[],India,['Hindi']
Gulabo,,,,,,['Drama'],[],"['Hiral Radadiya', 'Farhaan Ansari', 'Ravindra Yadav']",[],,['Hindi']
Haami 2,8.2,,"December 23, 2022 (India)",,2 hours 20 minutes,"['Comedy', 'Drama']","['Shiboprosad Mukherjee', 'Nandita Roy']","['Prasenjit Chatterjee', 'Monami Ghosh', 'Tanushree Chakraborty']",[],India,['Bengali']
Thamizh Padam 2,6.4,,"July 12, 2018 (India)","$232,835",2 hours 23 minutes,['Comedy'],['C.S. Amudhan'],"['Jiiva', 'Manobala', 'Iswarya Menon']","['Y Not Music', 'Y Not Studios']",India,['Tamil']
Mere Baap Pehle Aap,5.5,,"June 13, 2008 (India)","$7,433,423",2 hours 43 minutes,"['Comedy', 'Drama', 'Romance']",['Priyadarshan'],"['Akshaye Khanna', 'Paresh Rawal', 'Genelia Deshmukh']","['Shemaroo Entertainment', 'Shemaroo Films']",India,['Hindi']
Mai,6.7,,,,1 hour 45 minutes,"['Drama', 'Family']",['Mahesh Kodiyal'],"['Asha Bhosle', 'Kshitee Jog', 'Shivani Joshi']","['AMG Worldwide Entertainment', 'Alliance Entertainment', ""Rhythm D'vine Entertainmet""]",,['Hindi']
Campus,,,,,,['Drama'],[],"['Rita Bhaduri', 'Milind Gawali', 'Ninad Kamat']",[],,['Hindi']
Kalagathalaivan,6.7,,"November 18, 2022 (India)","$30,963",2 hours 21 minutes,"['Action', 'Thriller']",['Magizh Thirumeni'],"['Vijay Adhiraj', 'Nidhhi Agerwal', 'Arav']",[],India,['Tamil']
Bhonsle,6.8,,"June 26, 2020 (India)",,2 hours 8 minutes,['Drama'],['Devashish Makhija'],"['Manoj Bajpayee', 'Santosh Juvekar', 'Ipshita Chakraborty Singh']","['Golden Ratio Films', 'Indie Muviz PTE']",India,['Hindi']
Namak Haraam,7.2,,"November 23, 1973 (India)",,2 hours 26 minutes,['Drama'],['Hrishikesh Mukherjee'],"['Rajesh Khanna', 'Amitabh Bachchan', 'Simi Garewal']",[],India,['Hindi']
Jamun,7.2,,"January 21, 2021 (India)",,1 hour 32 minutes,"['Drama', 'Family']",['Gaurav Mehra'],"['Raghubir Yadav', 'Shweta Basu Prasad', 'Sunny Hinduja']","['Filmwala Factory', 'Spark Kreations', 'Spark Motion Pictures and Animation']",India,['Hindi']
Dasvidaniya,7.8,,"November 7, 2008 (India)","$380,001",1 hour 53 minutes,"['Comedy', 'Drama']",['Shashant Shah'],"['Vinay Pathak', 'Sarita Joshi', 'Rajat Kapoor']","['Lemon Tea Productions', 'One More Thought Entertainment', 'Sikhya Entertainment']",India,['Hindi']
Chashme Buddoor,7.9,,"May 8, 1981 (India)",,2 hours 25 minutes,"['Comedy', 'Family', 'Romance']",['Sai Paranjpye'],"['Farooq Shaikh', 'Deepti Naval', 'Saeed Jaffrey']",[],India,['Hindi']
Black Rose,5.1,,"April 16, 2021 (India)",,,['Thriller'],"['Hemant N Mishra', 'Sandeep Rampher Kumar']","['Samiksha Bhatnagar', 'Abhilash Narain', 'Sanjana Shukla']",[],India,"['Telugu', 'Hindi']"
,,,,,,[],[],[],[],,[]
Sajjan Singh Rangroot,7.3,,"March 23, 2018 (India)","$639,685",2 hours 20 minutes,"['Action', 'Biography', 'Drama']","['Pankaj Batra', 'Gury Sekhon']","['Diljit Dosanjh', 'Yograj Singh', 'Sunanda Sharma']",[],India,['Punjabi']
House Arrest,5.5,,"November 15, 2019 (India)",,1 hour 44 minutes,['Comedy'],"['Samit Basu', 'Shashanka Ghosh']","['Ali Fazal', 'Shriya Pilgaonkar', 'Jim Sarbh']",[],India,"['Hindi', 'English']"
Ram Charan 16,,,,,,"['Drama', 'Sport']",['Buchi Babu Sana'],"['Janhvi Kapoor', 'Ram Charan', 'Vijay Sethupathi']","['Mythri Movie Makers', 'Sukumar Writings', 'Vriddhi Cinemas']",,['Telugu']
Umrao Jaan,5.4,,"November 3, 2006 (India)","$1,371,723",3 hours 8 minutes,"['Drama', 'Romance']",['J.P. Dutta'],"['Aishwarya Rai Bachchan', 'Shabana Azmi', 'Suniel Shetty']",[],India,"['Urdu', 'Hindi']"
Aavasavyuham,7.8,,"February 10, 2022 (India)",,1 hour 55 minutes,['Thriller'],['Krishand'],"['Ajayaghosh', 'Sreejith Babu', 'Sreenath Babu']","['1830 Crew Films', 'Krishand Films']",India,['Malayalam']
Thalaikoothal,7.5,,"February 3, 2023 (India)",,2 hours 20 minutes,['Drama'],['Jayaprakash Radhakrishnan'],"['Vasundhara Kashyap', 'Kathir', 'Katha Nandi']","['Y Not Music', 'Y Not Studios']",India,['Tamil']
International Khiladi,4.8,,"March 26, 1999 (India)","$47,238",2 hours 55 minutes,"['Action', 'Crime', 'Drama']",['Umesh Mehra'],"['Akshay Kumar', 'Twinkle Khanna', 'Rajat Bedi']","['D.M.S. Films', 'Time Films']",India,['Hindi']
Nitham Oru Vaanam,7.2,,"November 4, 2022 (India)","$3,093",2 hours 26 minutes,['Drama'],"['R. Karthik', 'Ra Karthik']","['Abhirami', 'Arjunan', 'Aparna Balamurali']","['Rise East Creations', 'Viacom18 Motion Pictures', 'Viacom18 Studios']",India,"['Tamil', 'Telugu']"
Ek Vivaah... Aisa Bhi,5.3,,"November 7, 2008 (India)","$1,456,886",2 hours 12 minutes,"['Drama', 'Romance']",['Kaushik Ghatak'],"['Isha Koppikar', 'Sonu Sood', 'Anand Abhyankar']",[],India,['Hindi']
Break Up Party,7.4,,,,,"['Short', 'Drama']",['Sivadarsh'],[],[],,['Malayalam']
Operation Parindey,4.7,,,,1 hour,"['Action', 'Drama', 'Thriller']",['Sanjay Gadhvi'],"['Rucha Inamdar', 'Amit Sadh', 'Rahul Dev']","['Final Coast', 'Fluence Studios', 'Roll Kamera Motion Pictures']",,['Hindi']
Calendar Girls,4.2,,"September 25, 2015 (India)","$743,799",2 hours 11 minutes,['Drama'],['Madhur Bhandarkar'],"['Akanksha Puri', 'Avani Modi', 'Kyra Dutt']","['Bhandarkar Entertainment', 'Mangal Murti Films']",India,['Hindi']
Kolai,5.2,,"July 21, 2023 (India)","$23,581",2 hours 6 minutes,"['Crime', 'Drama', 'Mystery']",['Balaji K. Kumar'],"['Vijay Antony', 'Meenaakshi Chaudhary', 'Ritika Singh']","['Infiniti Film Ventures', 'Lotus Pictures']",India,"['Tamil', 'Hindi', 'Telugu']"
Khilona,7.4,,"December 13, 1996 (India)",,2 hours 16 minutes,"['Drama', 'Romance']",['Deepak Pawar'],"['Aditya Pancholi', 'Shakti Kapoor', 'Mohan Joshi']",[],India,['Hindi']
Amen,7.9,,"March 22, 2013 (India)",,2 hours 45 minutes,"['Drama', 'Romance']",['Lijo Jose Pellissery'],"['Fahadh Faasil', 'Indrajith Sukumaran', 'Kalabhavan Mani']",[],India,['Malayalam']
Appatha,7.1,,"July 29, 2023 (India)",,1 hour 56 minutes,['Drama'],['Priyadarshan'],"['Sidharth Babu', 'Amit Bhargav', 'Halam']","['Jio Studios', 'Wide Angle Creations']",India,['Tamil']
Aligarh,7.8,,"February 26, 2016 (India)",,1 hour 54 minutes,"['Biography', 'Drama']",['Hansal Mehta'],"['Manoj Bajpayee', 'Rajkummar Rao', 'Ashish Vidyarthi']","['Eros Worldwide', 'Karma Pictures']",India,['Hindi']
Sofi,5.9,,"January 6, 2023 (India)",,2 hours 10 minutes,['Romance'],['Joby Vayalaunkal'],"['Swathi', 'Dipin', 'Danuja']",[],India,['Malayalam']
Chhaap,,,,,2 hours 10 minutes,['Mystery'],['Mak Rai'],"['Suraj Sharma Moga', 'M.K Muskan', 'Crystal John Sanchita']",[],,['Hindi']
Poster Boys,5.4,,"September 8, 2017 (India)","$2,557,576",2 hours 8 minutes,['Comedy'],['Shreyas Talpade'],"['Sunny Deol', 'Bobby Deol', 'Shreyas Talpade']","['Affluence Movies', 'Prime Focus', 'Sony Pictures Networks']",India,['Hindi']
Goldfish,7.6,,"September 1, 2023 (India)",$980,1 hour 43 minutes,['Drama'],['Pushan Kripalani'],"['Kalki Koechlin', 'Deepti Naval', 'Gordon Warnecke']",[],,['English']
Ishq Mein Marjawan,6.0,,"September 20, 2017 (India)",,22 minutes,"['Crime', 'Musical', 'Mystery']",[],"['Arshi Khan', 'Jannat Zubair Rahmani', 'Tunisha Sharma']",[],India,"['Hindi', 'Bengali']"
Ajooba,5.2,,"April 12, 1991 (India)",,2 hours 58 minutes,"['Action', 'Adventure', 'Comedy']","['Shashi Kapoor', 'Gennadiy Vasilev']","['Amitabh Bachchan', 'Dimple Kapadia', 'Rishi Kapoor']","['Aasia Films Pvt. Ltd.', 'Kinostudiya imeni M. Gorkogo']",,['Hindi']
I See You,4.4,,"December 29, 2006 (India)","$629,508",2 hours 2 minutes,"['Comedy', 'Drama', 'Fantasy']",['Vivek b Agrawal'],"['Arjun Rampal', 'Vipasha Agarwal', 'Chunky Pandey']","['Chasing Ganesha Films', 'K Sera Sera']",India,"['Hindi', 'German']"
Saajan Ka Ghar,4.2,,"April 29, 1994 (India)",,2 hours 33 minutes,['Drama'],['Surendra Kumar Bohra'],"['Rishi Kapoor', 'Juhi Chawla', 'Deepak Tijori']","['Bohra Bros Productions', 'Roopvati Productions']",India,['Hindi']
Jara Dhire Dhire,7.4,,"May 5, 2023 (India)",,,['Romance'],[],"['Bharti Jha', 'Ali Shaikh', 'Ravi Patel']",[],India,['Hindi']
Barsaat,5.5,,"October 6, 1995 (India)",,2 hours 46 minutes,"['Action', 'Romance']",['Rajkumar Santoshi'],"['Bobby Deol', 'Twinkle Khanna', 'Raj Babbar']",[],India,['Hindi']
Machine,2.7,,"March 17, 2017 (India)",,2 hours 28 minutes,"['Action', 'Mystery', 'Romance']","['Abbas Alibhai Burmawalla', 'Mastan Alibhai Burmawalla', 'Abinash Rout']","['Kiara Advani', 'Rishabh Arora', 'Mustafa Burmawala']","['AD Films', 'Abbas Mustan Films Production', 'Betterfly Films']",India,['Hindi']
Shakti,7.6,,"October 1, 1982 (India)",,2 hours 46 minutes,"['Action', 'Crime', 'Drama']",['Ramesh Sippy'],"['Dilip Kumar', 'Amitabh Bachchan', 'Rakhee Gulzar']",[],India,['Hindi']
Shor,7.5,,,,2 hours 50 minutes,['Drama'],['Manoj Kumar'],"['Manoj Kumar', 'Jaya Bachchan', 'Premnath Malhotra']",[],India,['Hindi']
For You,,,,,,['Action'],['Mr. Yash'],[],[],,['English']
,,,,,,[],[],[],[],,[]
Hum Kisi Se Kum Nahin,4.2,,"May 31, 2002 (India)","$100,838",2 hours 41 minutes,"['Action', 'Comedy', 'Drama']",['David Dhawan'],"['Amitabh Bachchan', 'Sanjay Dutt', 'Asad Aleem']",[],India,['Hindi']
,,,,,,[],[],[],[],,[]
X Zone,3.2,,"September 25, 2020 (India)",,1 hour 37 minutes,['Thriller'],['Faisal Kapdi'],"['Hrishitaa Bhatt', 'Zohaib Siddiqui', 'Ganesh Yadav']",[],India,['Hindi']
Vettam,7.1,,"August 20, 2004 (India)",,2 hours 43 minutes,"['Comedy', 'Romance']",['Priyadarshan'],"['Dileep', 'Bhavna Pani', 'Kalabhavan Mani']",[],India,['Malayalam']
Jewel Thief,,,,,,"['Action', 'Adventure', 'Thriller']",['Robbie Grewal'],"['Shabana Azmi', 'Anupam Kher', 'Saif Ali Khan']","['Marflix', 'Netflix India']",,[]
Nikka Zaildar,7.4,,"September 30, 2016 (India)","$199,935",2 hours 14 minutes,"['Comedy', 'Drama', 'Romance']",['Simerjit Singh'],"['Ammy Virk', 'Sonam Bajwa', 'Karamjit Anmol']",[],India,['Punjabi']
Parahuna,6.3,,"September 28, 2018 (India)","$103,583",2 hours 4 minutes,['Comedy'],"['Mohit Banwait', 'Amrit Raj Chadha']","['Kulwinder Billa', 'Wamiqa Gabbi', 'Mehtab Virk']","['Dara Films Entertainment', 'Seven Colors Motion Pictures']",India,['Punjabi']
Kalyana Vaibhogame,6.7,,,,2 hours 38 minutes,"['Comedy', 'Drama']",['B.V. Nandini Reddy'],"['Naga Shaurya', 'Malvika Nair', 'Raasi']",[],,['Telugu']
Subramaniapuram,8.2,,"July 4, 2008 (India)",,2 hours 25 minutes,"['Action', 'Drama', 'Thriller']",['M. Sasikumar'],"['Jai', 'M. Sasikumar', 'Swathi Reddy']",[],India,['Tamil']
Tu Chai Main Coffee,,,,,,"['Short', 'Drama']",['Sagar Kumar'],"['Mishti Basu', 'Neetu Sugandh', 'Gaurav Singh']",[],,['Hindi']
Pattabhiraman,6.4,,"August 23, 2019 (India)","$11,760",2 hours 19 minutes,['Drama'],['Kannan Thamarakkulam'],"['Jayaram', 'Sheelu Abraham', 'Jose Adhya']",[],India,['Malayalam']
,,,,,,[],[],[],[],,[]
,,,,,,[],[],[],[],,[]
Nagin,6.2,,,,,['Thriller'],[],"['Seema Kapoor', 'Imran Khan', 'Ronit Roy']",[],,['Hindi']
Freedom Fight,7.5,,"February 11, 2022 (India)",,2 hours 32 minutes,['Drama'],[],"['Joju George', 'Rohini', 'Rajisha Vijayan']","['Mankind Cinemas', 'Symmetry Cinemas']",India,['Malayalam']
Nene Naa,4.0,,"August 25, 2023 (India)",,2 hours 18 minutes,"['Adventure', 'Crime', 'Mystery']",['Caarthick Raju'],"['Regina Cassandra', 'Akshara Gowda', 'V. Jayaprakash']",[],India,['Telugu']
Yeh Vaada Raha,7.3,,"April 9, 1982 (India)",,2 hours 18 minutes,"['Romance', 'Musical', 'Drama']",['Kapil Kapoor'],"['Rishi Kapoor', 'Tina Ambani', 'Poonam Dhillon']",[],India,['Hindi']
Indian Never Again Nirbhaya,6.7,,"May 4, 2018 (India)",,,['Drama'],"['Bidisha Adhikari', 'Kanchan Adhikari', 'Payal Kaashyap']","['Riecha Sharma', 'Dinesh Mehta', 'Gehana Vasisth']",[],India,['Hindi']
Juice,8.5,,,,15 minutes,"['Short', 'Drama', 'Fantasy']",['Neeraj Ghaywan'],"['Shefali Shah', 'Manish Chaudhari', 'Kiran Khoje']",[],,['Hindi']
Dor,7.9,,"September 22, 2006 (India)","$517,575",2 hours 27 minutes,['Drama'],['Nagesh Kukunoor'],"['Ayesha Takia', 'Shreyas Talpade', 'Gul Panag']","['Percept Picture Company', 'SIC Productions', 'Sahara One Motion Pictures']",India,"['Hindi', 'Urdu']"
Chandni Bar,7.6,,"September 28, 2001 (India)",,2 hours 30 minutes,"['Crime', 'Drama']",['Madhur Bhandarkar'],"['Tabu', 'Atul Kulkarni', 'Rajpal Naurang Yadav']",[],India,['Hindi']
Mafia: Chapter 1,5.9,,"February 21, 2020 (India)","$98,941",1 hour 53 minutes,"['Action', 'Crime', 'Drama']",['Karthick Naren'],"['Arun Vijay', 'Prasanna', 'Priya Bhavani Shankar']",[],India,['Tamil']
Rasigan,7.0,,"July 8, 1994 (India)",,2 hours 20 minutes,"['Action', 'Romance']",['S.A. Chandrashekhar'],"['Joseph Vijay', 'Goundamani', 'Aachi Manorama']",[],India,['Tamil']
Thimiru Pudichavan,5.4,,"November 16, 2018 (India)","$2,841",2 hours 36 minutes,"['Action', 'Drama']",['Ganeshaa'],"['Vijay Antony', 'Nivetha Pethuraj', 'Lakshmy Ramakrishnan']",[],India,['Tamil']
Veerana,6.6,,"May 6, 1988 (India)",,2 hours 15 minutes,"['Action', 'Drama', 'Horror']","['Shyam Ramsay', 'Tulsi Ramsay']","['Jasmin', 'Hemant Birje', 'Sahila Chaddha']",[],India,['Hindi']
Meesha Madhavan,8.0,,August 2002 (India),,2 hours 45 minutes,"['Comedy', 'Drama']",['Lal Jose'],"['Dileep', 'Kavya Madhavan', 'Indrajith Sukumaran']",[],India,['Malayalam']
Kotigobba 3,5.6,,"October 14, 2021 (India)",,2 hours 20 minutes,"['Action', 'Drama', 'Romance']",['Shiva Karthik'],"['Sudeep', 'Aftab Shivdasani', 'Madonna Sebastian']",[],India,"['Kannada', 'Telugu', 'Tamil']"
Raja Ki Aayegi Baraat,4.2,,"January 21, 2008 (India)",,30 minutes,['Family'],[],"['Anjali Abrol', 'Mrinal Kulkarni', 'Kapil Nirmal']",[],India,['Hindi']
The Lift Boy,7.2,,"January 18, 2019 (India)","$9,968",1 hour 47 minutes,"['Comedy', 'Drama']",['Jonathan Augustin'],"['Moin Khan', 'Nyla Masood', 'Sagar Kale']",[],India,"['English', 'Hindi', 'Marathi']"
Taxiwaala,6.8,,"November 17, 2018 (India)","$80,486",2 hours 17 minutes,"['Comedy', 'Horror', 'Thriller']",['Rahul Sankrityan'],"['Vijay Deverakonda', 'Priyanka Jawalkar', 'Malvika Nair']","['GA2 Pictures', 'UV Creations']",India,['Telugu']
5 Weddings,3.6,,"October 26, 2018 (India)","$26,980",1 hour 30 minutes,"['Comedy', 'Drama', 'Romance']",['Namrata Singh Gujral'],"['Nargis Fakhri', 'Rajkummar Rao', 'Bo Derek']",[],,['English']
Aurangzeb,6.4,,"May 17, 2013 (India)","$79,665",2 hours 17 minutes,"['Action', 'Drama', 'Thriller']",['Atul Sabharwal'],"['Arjun Kapoor', 'Zahrah S Khan', 'Prithviraj Sukumaran']",[],India,['Hindi']
B.A. Pass 3,5.2,,"May 1, 2021 (India)",,2 hours 16 minutes,"['Drama', 'Romance']",['Narendra Singh'],"['Sunny Sachdeva', 'Armaan Sandhu', 'Ankita Sahu']",[],India,['Hindi']
Mr. & Mrs. '55,7.1,,1955 (India),,2 hours 37 minutes,"['Comedy', 'Musical', 'Romance']",['Guru Dutt'],"['Madhubala', 'Guru Dutt', 'Lalita Pawar']",[],India,['Hindi']
Nela Ticket,4.3,,"May 24, 2018 (India)","$2,435",2 hours,"['Action', 'Comedy', 'Crime']",['Kalyan Krishna'],"['Ravi Teja', 'Malvika Sharma', 'Jagapathi Babu']","['SRT Entertainments', 'Goldmines Telefilms']",India,"['Telugu', 'Hindi', 'Bengali']"
Kick,3.5,,"September 1, 2023 (India)","$5,325",2 hours 14 minutes,"['Action', 'Comedy', 'Drama']",['Prashanth Raj'],"['Anthony', 'Brahmanandam', 'Ragini Dwivedi']",[],India,"['Tamil', 'Telugu']"
Vaalee,7.9,,"April 30, 1999 (India)",,2 hours 38 minutes,"['Romance', 'Thriller']",['S.J. Suryah'],"['Ajith Kumar', 'Simran', 'Jyotika']",[],India,['Tamil']
Jijaji Chhat Parr Koii Hai,7.5,,"March 8, 2021 (India)",,,"['Comedy', 'Horror']",[],"['Hiba Nawab', 'Soma Rathod', 'Sucheta Khanna']",[],India,['Hindi']
Jogwa,8.4,,"September 25, 2009 (India)",,1 hour 54 minutes,['Drama'],['Rajeev Patil'],"['Upendra Limaye', 'Mukta Barve', 'Vinay Apte']",[],India,['Marathi']
Krishna and Ali,,,,,,"['Short', 'Drama']","['Tracy Ann Chapel', 'Vivek Tiwari', 'Abdullah Umar']","['Tracy Ann Chapel', 'Rahul Bagga', 'J. Brandon Hill']",[],,[]
Checkmate,,,,,,['Thriller'],['Ratish Sekhar'],"['Lal', 'Anoop Menon', 'Noel Ramos']",[],,['Malayalam']
Visfot,,,,,,"['Crime', 'Thriller']",['Kookie Gulati'],"['Riteish Deshmukh', 'Fardeen Khan', 'Sheeba Chaddha']","['T-Series Films', 'White Feather Films', 'White Feather Films']",India,['Hindi']
Bujharat Heere Di,,,,,,[],['Gaurav Babbar'],"['Heera Sohal', 'Sukhwinder Chahal', 'Raj Dhaliwal']",[],,['Bhojpuri']
Loha,5.2,,"October 17, 1997 (India)",,2 hours 40 minutes,['Action'],['Kanti Shah'],"['Dharmendra', 'Mithun Chakraborty', 'Govinda']",[],India,['Hindi']
Bas Cha Sudhi,8.9,,,,,['Romance'],[],"['Ruhan Alam', 'Jhinal Belani', 'Bhumika Barot']",[],,['Gujarati']
Karma,8.0,,"August 20, 2004 (India)",,45 minutes,"['Action', 'Adventure', 'Drama']",[],"['Riva Bubber', 'Siddharth Choudhary', 'Nasir Abdullah']",[],India,['Hindi']
Swathi Muthyam,8.5,,"March 13, 1986 (India)","$2,867",2 hours 40 minutes,"['Drama', 'Family', 'Romance']",['K. Viswanath'],"['Kamal Haasan', 'Radhika Sarathkumar', 'Allu Arjun']",[],India,"['Telugu', 'Tamil', 'English']"
Kreem,,,,,,"['Action', 'Thriller']",['Abhishek Basanth'],"['Achyuth Kumar', 'Samyuktha Hegde', 'Arun Sagar']",[],,['Kannada']
Page 3,7.3,,"January 21, 2005 (India)",,2 hours 19 minutes,['Drama'],"['Madhur Bhandarkar', 'Jay Dev Banerjee']","['Konkona Sen Sharma', 'Atul Kulkarni', 'Sandhya Mridul']",[],India,"['Hindi', 'English']"
Galwakdi,6.2,,"April 8, 2022 (India)","$199,652",2 hours 10 minutes,"['Comedy', 'Drama', 'Romance']","['Sharan Art', 'Waseem Ahmed']","['Tarsem Jassar', 'Wamiqa Gabbi', 'B.N. Sharma']",[],India,['Punjabi']
Minsara Kanna,7.0,,"September 9, 1999 (India)",,2 hours 45 minutes,"['Drama', 'Romance']",['K.S. Ravikumar'],"['Joseph Vijay', 'Rambha', 'Kushboo']",[],India,['Tamil']
Munthirivallikal Thalirkkumbol,6.9,,"January 20, 2017 (India)","$1,077,480",2 hours 34 minutes,"['Comedy', 'Romance']",['Jibu Jacob'],"['Mohanlal', 'Meena', 'Aima Sebastian']",[],India,['Malayalam']
Kahin Pyaar Na Ho Jaaye,4.4,,"November 17, 2000 (India)","$87,000",2 hours 39 minutes,"['Comedy', 'Drama', 'Musical']",['K. Muralimohana Rao'],"['Kashmira Shah', 'Salman Khan', 'Jackie Shroff']",[],India,['Hindi']
Teacher's Birthday,,,,,,['Drama'],[],[],[],,['Hindi']
Untitled Shahid Kapoor/Sanjay Leela Bhansali movie,,,,,,[],[],[],[],,['Hindi']
Refugee,5.2,,"June 30, 2000 (India)","$590,000",3 hours 27 minutes,"['Drama', 'Musical', 'Romance']","['J.P. Dutta', 'Dinesh Mahadev']","['Jackie Shroff', 'Suniel Shetty', 'Abhishek Bachchan']",[],India,['Hindi']
Mann Kasturi Re,6.7,,"November 4, 2022 (India)",,2 hours 2 minutes,"['Mystery', 'Romance']",['Sanket Mane'],"['Abhinay Berde', 'Tejasswi Prakash', 'Vinamra Babhal']","['Imens Dimension Entertainment and Arts', 'Dragon Water Films', 'Mumbai Movie Studios']",India,['Marathi']
10th Class Diaries,6.1,,"July 1, 2022 (India)",,2 hours 22 minutes,['Drama'],['Anji'],"['Siva Balaji', 'B Bhavya', 'Dorababu']",[],India,['Telugu']
It's Time to Go!,,,"October 18, 2021 (India)",,,[],['Anant Mahadevan'],"['Bharat Dabholkar', 'Rohini Hattangadi', 'Bhagyashree Limaye']","['Ananth Mahadevan Films', 'Imagine Entertainment & Media']",India,['Marathi']
Souten Ki Beti,5.5,,,,2 hours 16 minutes,"['Drama', 'Family']",['Saawan Kumar Tak'],"['Jeetendra', 'Rekha', 'Jaya Prada']",[],,['Hindi']
Meet,5.7,,"August 23, 2021 (India)",,22 minutes,"['Drama', 'Romance']",[],"['Ashi Singh', 'Shagun Pandey', 'Syed Raza']","['Shashi Sumeet Production', 'Zee Studios', 'Zee TV']",India,['Hindi']
Peace,6.4,,,"$4,736",2 hours 8 minutes,"['Comedy', 'Crime', 'Drama']",['Sanfeer K'],"['Joju George', 'Siddique', 'Anil Nedumangad']","['Appu Pathu Pappu Production House', 'Script Doctor Pictures']",,['Malayalam']
Ardh,7.5,,"June 10, 2022 (India)",,1 hour 24 minutes,"['Drama', 'Romance']",['Palash Muchal'],"['Rajpal Naurang Yadav', 'Rubina Dilaik', 'Hiten Tejwani']","['AJ Films Entertainment World', 'Pal Music & Films']",India,['Hindi']
Dus June Ki Raat,,,,,,[],[],"['Leena Sharma', 'Tusshar Kapoor', 'Bijou Thaangjam']",[],,[]
Zindabaad,7.0,,,,,['Action'],[],"['Kamal Ghimiray', 'Lokit Phulwani', 'Ankita Goraya']",[],,['Hindi']
Teri Baahon Mein,6.4,,,,2 hours,['Romance'],['Umesh Mehra'],"['Mohnish Behl', 'Ayesha Shroff', 'Navin Nischol']",[],,['Hindi']
Super Nani,4.7,,"October 31, 2014 (India)",,2 hours 13 minutes,"['Comedy', 'Drama', 'Family']",['Indra Kumar'],"['Rekha', 'Sharman Joshi', 'Randhir Kapoor']",[],India,['Hindi']
Pallotty 90's Kids,,,"January 5, 2024 (India)",,2 hours 6 minutes,['Comedy'],['Jithin Raj'],"['Arjun Ashokan', 'Saiju Kurup', 'Balu Varghese']",[],India,['Malayalam']
Journey,,,,,,[],['Anil Sharma'],"['Nana Patekar', 'Simratt Kaur Randhawa', 'Shruti Marathe']",[],,['Hindi']
Ek Niranjan,5.3,,"October 29, 2009 (India)",,2 hours 30 minutes,['Action'],['Puri Jagannadh'],"['Prabhas', 'Kangana Ranaut', 'Sonu Sood']",[],India,"['Telugu', 'Hindi']"
Sahib Bibi Aur Ghulam,8.1,,"December 7, 1962 (India)",,2 hours 32 minutes,"['Drama', 'Musical']",['Abrar Alvi'],"['Meena Kumari', 'Guru Dutt', 'Rehman Khan']",[],India,"['Hindi', 'Urdu']"
Aravaan,6.8,,"March 2, 2012 (India)",,2 hours 23 minutes,"['Action', 'Adventure', 'Drama']",['Vasanthabalan'],"['Aadhi', 'Pasupathy', 'Dhansika']",[],India,['Tamil']
Sarla Ek Koti,7.2,,"January 20, 2023 (India)",,2 hours 2 minutes,['Drama'],['Nitin Supekar'],"['Abhilasha Poul', 'Onkar Bhojane', 'Kapil Kamble Gudsurkar']",[],India,['Marathi']
One Friday Night,4.9,,"July 28, 2023 (India)",,1 hour 32 minutes,"['Crime', 'Drama', 'Mystery']",['Manish Gupta'],"['Raveena Tandon', 'Milind Soman', 'Vidhi Chitalia']",[],India,['Hindi']
Aa Karaala Ratri,7.8,,"July 13, 2018 (India)",,1 hour 45 minutes,['Thriller'],['Dayal Padmanabhan'],"['Ashitha', 'Anupama Gowda', 'Swathi Gowda']",[],India,['Kannada']
Shesh Theke Shuru,4.9,,"June 5, 2019 (India)",,2 hours 20 minutes,"['Action', 'Drama', 'Romance']","['Raj Chakraborty', 'Sunny Denvi']","['Thomas Asante-Gregory', 'Ayan', 'Sayantika Banerjee']","['Jeetz Filmworks', 'Risiing Films', 'Yarth Entertainment']",India,['Bengali']
Mujhse Fraaandship Karoge,6.9,,"October 14, 2011 (India)",,1 hour 46 minutes,"['Comedy', 'Drama', 'Romance']",['Nupur Asthana'],"['Saqib Saleem', 'Saba Azad', 'Nishant Dahiya']","['Y-Films', 'Yash Raj Films International Ltd.']",India,"['Hindi', 'Bengali', 'English']"
